Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
59229,"FIFTH AVE HOME HEALTH CARE, INC","5250 SANTA MONICA, SUITE 208 B",LOS ANGELES,CA,90029,342,157,19.3,14.6,4.4,0.0,0.0,0.2,0.1,911571,1456749,1143591,8.7,0,,73,63,94,,,99,0,,46,0,,1.45,4,26,11,7,38,14,27,48,58,,,71,24,,2,3
59230,ZENITH HOME HEALTH,"11846 VENTURA BLVD, SUITE 305",STUDIO CITY,CA,91604,242,185,14.2,10.4,2.9,0.1,0.0,0.5,0.3,517293,746076,628122,2.2,23,8055,74,64,121,55,130,61,,,108,,,2.05,15,19,12,14,30,30,20,49,64,67,,56,11,,5,5
59231,"PLANET HOME HEALTH CARE, INC","221 E GLENOAKS BLVD, STE 240",GLENDALE,CA,91207,159,80,20.1,13.3,6.5,0.0,0.0,0.3,0.0,425101,654262,537244,4.5,0,,78,24,56,,,70,0,,0,0,,1.68,8,48,16,10,41,28,35,53,60,,,,16,,3,3
59232,"HEALTHY CHOICE HOME CARE, INC","14827 VENTURA BLVD, SUITE 216",VAN NUYS,CA,91403,342,135,18.0,14.3,2.6,0.1,0.0,0.9,0.1,829743,1193701,941754,8.2,0,,71,48,87,27,108,91,,15,13,0,,1.84,11,30,17,13,26,24,27,47,53,,,52,15,,6,3
59233,"IBOLIT HOME HEALTH, INC","221 WEST ALAMEDA AVENUE, SUITE 202",BURBANK,CA,91502,319,146,19.9,15.0,3.5,0.1,0.0,1.3,0.2,875744,1159499,907362,9.0,,,76,62,84,,,113,,,16,0,,2.14,9,45,23,10,49,33,31,52,66,,,,25,,2,5
59234,"GUARDIAN HOME HEALTH, INC","1101 E BROADWAY, SUITE 107",GLENDALE,CA,91205,477,211,16.8,15.5,1.1,0.0,0.0,0.2,0.0,1103066,1645181,1289075,8.9,0,,74,74,137,0,211,183,0,,,0,25,1.62,7,59,37,5,38,16,17,69,55,,,,30,,5,3
59237,MERIDIAN HOME HEALTH,"3900 NEWPARK MALL ROAD, SUITE 209",NEWARK,CA,94560,483,428,13.4,6.3,4.4,2.2,0.1,0.2,0.2,967985,2033956,1370545,0.0,41,21592,78,151,277,230,198,226,62,67,55,0,18,2.03,21,42,21,9,36,42,26,38,43,60,,45,16,58,11,9
59238,"HEALTH JOURNEY HOME HEALTH AGENCY, INC.","6005 VINELAND AVE, STE 204",N HOLLYWOOD,CA,91606,100,69,18.1,12.3,4.6,1.2,0.0,0.0,0.1,241961,402167,325138,5.8,,,70,40,29,,,20,,,42,0,,3.16,9,19,16,7,36,36,23,41,68,65,,62,17,72,1,6
59239,"VICTORY HOME HEALTH CARE, INC",909 S VICTORY BLVD,BURBANK,CA,91502,328,198,15.3,9.4,5.8,0.1,0.0,0.0,0.0,723892,1209419,1038357,0.1,,,70,77,121,13,185,60,,,109,0,,1.58,3,23,15,3,29,18,27,38,66,69,,70,10,,5,6
59240,APEC HOME HEALTH CARE CORP,"7220 N ROSEMEAD BLVD, SUITE 208",SAN GABRIEL,CA,91775,131,108,16.1,11.0,4.8,0.0,0.0,0.0,0.1,296176,412397,354071,0.3,,,70,47,61,12,96,,59,20,25,0,,2.18,5,20,36,9,37,36,31,31,61,,,68,17,,7,8
59241,"PRIVILEGE HOME SERVICES, INC",11395 183RD STREET,CERRITOS,CA,90703,324,170,21.3,15.3,5.4,0.0,0.0,0.6,0.0,983426,1243279,1001438,7.9,13,5630,77,60,110,15,155,11,0,153,,0,,2.03,10,39,24,8,34,45,23,21,54,,,49,33,,7,8
59242,"ALL-ACCESS HOME HEALTH, INC",144 N GLENDALE AVE SUITE 228,GLENDALE,CA,91206,524,290,15.2,9.8,4.6,0.5,0.0,0.2,0.1,1132872,1760754,1511927,0.5,30,10042,77,137,153,119,171,122,,14,136,,,2.92,18,31,15,12,40,42,27,35,56,71,,56,24,63,5,11
59243,FLORENCE HOME HEALTH CARE,2521 E THOUSAND OAKS BLVD,THOUSAND OAKS,CA,91362,383,163,19.0,12.7,3.7,0.4,0.1,2.1,0.0,1393685,1301885,1069172,3.9,,,83,50,113,51,112,100,,43,,0,12,1.97,15,42,12,12,39,26,23,54,57,,,75,60,,7,12
59244,MAGNIFICENT HEALTHCARE SYSTEMS INC,5924 E LOS ANGELES AVE STE 5,SIMI VALLEY,CA,93063,64,37,15.2,13.2,1.5,0.4,0.0,0.0,0.1,134460,182007,154307,1.3,,,68,15,22,,,12,,,11,0,0,3.10,8,27,14,3,43,54,14,57,68,73,,59,8,59,35,14
59245,"SERENITY HOME HEALTH CARE, INC","20335 VENTURA BLVD, SUITE 105",WOODLAND HILLS,CA,91364,661,351,17.3,11.4,5.5,0.2,0.0,0.1,0.1,1630833,2262204,1914918,1.8,13,5401,77,102,249,94,257,90,63,110,75,0,13,2.07,11,32,22,9,42,36,29,31,67,,,,27,,5,9
59246,CAMARILLO SKILLED HOME HEALTH LLC,450 ROSEWOOD AVE STE 213,CAMARILLO,CA,93010,184,88,21.4,14.4,3.4,0.5,0.1,2.8,0.1,529128,628180,495617,5.7,,,83,28,60,61,27,62,,,12,0,,2.13,31,50,10,13,42,42,20,33,41,63,,52,15,49,8,11
59247,"IN HOME HEALTHCARE, INC",1280 E COOLEY DRIVE SUITE 7,COLTON,CA,92324,84,61,20.2,11.8,4.4,0.7,0.2,2.9,0.3,239771,256410,232542,1.0,,,78,27,34,37,24,40,,,12,,,2.20,28,25,16,10,57,51,46,38,54,69,,66,13,54,11,15
59248,GIFTED ARMS HOME HEALTHCARE SERVICES,"1701 WESTWIND DRIVE, SUITE 106",BAKERSFIELD,CA,93301,407,282,15.1,9.7,5.1,0.0,0.0,0.0,0.3,919100,1233171,1114974,0.4,30,12288,72,108,174,61,221,102,17,22,138,,,2.83,15,31,14,9,46,49,32,28,65,61,,59,9,57,7,9
59249,"NATIONAL HOME HEALTH SERVICES, INC","2880 ZANKER ROAD, SUITE 101",SAN JOSE,CA,95134,267,184,17.7,9.7,5.3,1.0,0.1,1.4,0.2,1071176,1214412,802221,0.2,28,12650,81,62,122,142,42,128,13,21,14,,,1.78,12,30,14,12,33,42,21,22,40,55,,39,22,49,2,10
59250,UNITED HEALTH GROUP,"12241 INDUSTRIAL BLVD, STE 204",VICTORVILLE,CA,92395,808,427,22.7,14.7,4.9,0.1,0.0,2.7,0.2,2391644,2796442,2453640,4.2,68,23222,75,176,251,240,187,262,57,,89,,,2.87,17,30,18,10,71,62,42,32,63,69,,72,14,56,4,20
59251,"WELLNESS HOME HEALTH AGENCY, LLC","1704 SPRINGS RD, SUITE B",VALLEJO,CA,94591,136,102,8.8,5.3,2.9,0.6,0.1,0.0,0.0,249825,429240,298048,0.0,20,10321,82,33,69,70,32,74,11,,,,,1.53,9,,8,9,25,36,19,28,32,58,,38,18,38,14,11
59252,INNERJOY HOME HEALTH SERVICES INC,1965 YOSEMITE AVE STE 120,SIMI VALLEY,CA,93063,196,111,19.2,11.7,6.0,0.1,0.0,1.2,0.1,529294,729703,596672,4.3,,,81,33,78,46,65,63,,13,29,0,,2.29,13,61,15,10,42,41,22,59,38,58,,51,22,63,23,15
59253,"METROPOLITAN HEALTHCARE, INC","4929 WILSHIRE BLVD,  SUITE 945",LOS ANGELES,CA,90010,149,96,20.4,13.2,3.8,0.6,0.1,2.6,0.2,373743,562966,443098,8.6,,,82,31,65,33,63,77,,,,0,,2.11,20,47,21,18,43,42,26,66,45,72,,69,30,,8,10
59254,"RODAN HOME HEALTH SERVICES, INC","2542 W 3RD STREET, SUITE A",LOS ANGELES,CA,90057,191,136,14.6,10.3,3.7,0.1,0.0,0.3,0.2,386339,623362,526549,3.2,11,3813,76,57,79,26,110,37,,54,33,0,,2.55,10,23,20,7,46,49,35,32,,,,61,22,,8,4
59255,"OPTIMA HEALTH CARE SERVICES, INC",235 EAST BROADWAY SUITE 920,LONG BEACH,CA,90802,243,148,13.4,8.6,3.6,0.5,0.0,0.5,0.2,458358,719300,621660,0.0,15,5433,76,55,93,64,84,60,29,18,36,,,2.44,9,43,12,12,43,46,32,36,53,66,,59,16,57,10,10
59256,ACACIA HOME HEALTH SERVICES,"1616 VICTORY BLVD, SUITE 205",GLENDALE,CA,91201,214,201,17.0,7.3,8.4,1.0,0.1,0.1,0.1,547501,871965,761305,0.0,,,81,71,130,143,58,154,,13,24,0,,2.33,22,53,12,13,39,48,36,59,42,64,,58,22,57,20,16
59257,"GOLDEN SEAL HOME HEALTH, INC","1711 WEST TEMPLE STREET, SUITE 7607",LOS ANGELES,CA,90026,324,179,17.8,16.6,0.9,0.0,0.0,0.2,0.1,783954,1103830,866428,8.8,,,58,100,79,12,167,87,41,14,37,0,0,2.17,6,27,11,4,39,43,37,69,51,65,,58,4,41,,9
59258,NURSING RESOURCES,"39111 PASEO PADRE PARKWAY, SUITE 319",FREMONT,CA,94538,28,21,14.0,7.9,4.7,1.1,0.2,0.1,0.0,70824,127927,86029,0.0,,,78,,,,,11,,,,,0,2.24,14,29,14,24,62,57,43,33,43,57,,62,10,48,14,19
59259,SUNCREST HOME HEALTH SERVICES INC,4959 PALO VERDE STREET SUITE 206A 2,MONTCLAIR,CA,91763,132,98,12.7,5.5,6.7,0.1,0.1,0.3,0.2,250545,478375,429372,0.0,,,72,36,62,21,77,31,,,45,0,,5.05,19,22,12,11,61,,33,34,74,,,,12,46,4,18
59260,"GENERATIONS HOME HEALTH, INC","539 NORTH FAIRVIEW STREET, SUITE 8",SANTA ANA,CA,92703,12,12,9.4,7.8,1.7,0.0,0.0,0.0,0.0,16020,33516,28860,0.0,0,,74,,,,,0,,,,0,,1.46,17,33,42,0,50,50,50,33,75,75,,,17,,8,8
59261,"TENDER LOVING TOUCH HOME HEALTH, INC",12517 CRENSHAW BLVD,HAWTHORNE,CA,90250,105,64,15.4,11.3,3.3,0.2,0.0,0.3,0.1,227574,309519,269467,0.3,,,78,26,38,28,36,37,,,,,,3.16,27,28,8,19,47,47,20,45,56,75,,58,19,63,14,16
59262,"LOS FELIZ HOME HEALTH, INC","3111 LOS FELIZ BLVD, STE 216",LOS ANGELES,CA,90039,359,234,16.4,11.7,4.3,0.1,0.0,0.3,0.0,810381,1282912,1063961,3.5,,,72,100,134,11,223,99,13,,110,0,,1.71,8,28,22,7,32,21,20,45,62,,,60,21,,5,5
59263,"PRESTIGE HOME HEALTH CARE, INC","601 N VERMONT AVENUE, SUITE 103",LOS ANGELES,CA,90004,211,114,20.1,14.4,5.5,0.0,0.0,0.1,0.0,589809,857031,686166,7.0,0,,71,42,72,,,82,0,,20,0,,1.78,4,32,25,7,44,20,31,64,53,,,,18,,10,5
59264,"DIVINE GRACE HOME HEALTH, INC","127 S BRAND BLVD, STE 340",GLENDALE,CA,91204,141,102,12.6,10.1,2.1,0.1,0.0,0.1,0.1,243649,410281,354260,0.0,,,75,37,65,18,84,19,,42,32,0,,2.36,17,22,19,12,57,48,32,25,,,,,21,,5,7
59265,"OPEN ARMS HOME HEALTH CARE, INC","301 N PRAIRIE AVENUE, SUITE 320",INGLEWOOD,CA,90301,88,50,17.6,10.2,5.7,0.1,0.0,1.6,0.1,215841,308026,259181,0.0,,,79,20,30,,,22,,15,,0,,2.14,20,56,12,16,40,44,22,48,64,,,68,30,,6,6
59266,MATRIX HOME HEALTH,"19562 VENTURA BLVD, SUITE 209",TARZANA,CA,91356,276,190,14.6,10.0,3.5,0.2,0.1,0.5,0.3,565268,877540,754284,0.6,31,9909,80,82,108,108,82,128,,14,40,0,,2.50,19,44,19,15,44,47,31,45,53,74,,46,17,58,9,7
59267,"ADVANCE HOME CARE, INC","1903 GLENOAKS ST, SUITE B",BURBANK,CA,91504,35,24,22.4,10.2,6.7,1.8,0.2,3.3,0.1,108030,138591,119281,0.0,,,77,,,,,18,,,,0,,1.89,4,25,17,8,46,33,29,38,67,67,,58,21,,0,4
59268,"SUPREME VISITING NURSES, INC.","550 EAST CARSON PLAZA DRIVE, SUITE 104",CARSON,CA,90746,160,65,18.2,14.4,0.4,0.0,0.0,3.3,0.1,398186,435625,360945,4.1,,,71,24,41,,,,53,0,,0,0,2.33,14,15,17,3,52,42,45,25,66,65,,,6,,8,9
59269,"ANG HEALTH CARE, INC","6693 FOLSOM AUBURN ROAD, SUITE M",FOLSOM,CA,95630,420,325,14.8,9.1,4.5,0.3,0.2,0.6,0.1,949414,1626024,1211283,0.3,28,13234,78,120,205,165,160,217,31,43,24,,,2.20,20,39,12,11,48,41,27,41,50,55,,47,19,56,7,15
59271,"INDEPENDENCE HOME HEALTH, INC","7200 VINELAND AVE., STE. 210",SUN VALLEY,CA,91352,256,129,20.9,16.8,2.5,0.0,0.0,1.5,0.1,722021,909576,719074,8.3,,,76,39,90,,,120,,,,0,,2.01,13,35,15,11,59,30,31,61,74,,,,32,,4,8
59272,"PLEASURE HOME HEALTH, INC",315 ARDEN AVE SUITE 24,GLENDALE,CA,91203,641,312,16.4,11.7,4.3,0.2,0.0,0.2,0.0,1405440,2279546,1881494,4.1,0,,75,109,203,,,256,,15,15,,24,1.65,7,36,33,7,35,18,24,58,60,,,,30,,2,2
59273,ALERT HOME HEALTH CARE,"11501 DUBLIN BOULEVARD, SUITE 200",DUBLIN,CA,94568,198,160,10.6,7.6,2.5,0.4,0.0,0.0,0.1,283239,657355,444360,0.0,,,76,68,92,66,94,91,27,25,15,,,1.66,12,48,20,6,36,36,28,43,38,53,,38,15,61,24,14
59274,"PRIMECARE PLUS, INC","2372 MORSE AVE, UNIT 6",IRVINE,CA,92614,125,96,15.3,12.1,2.7,0.4,0.0,0.0,0.0,392531,379988,323537,3.3,11,4615,76,41,55,49,47,56,,,29,0,,2.42,17,19,7,9,34,42,23,27,53,54,,48,15,59,5,10
59275,"WEST COAST HOME HEALTH CARE, INC","750 E GREEN ST, STE 302",PASADENA,CA,91101,161,90,20.2,14.1,5.7,0.0,0.0,0.4,0.0,434832,672371,536325,7.2,0,,76,30,60,0,90,58,0,,19,0,,1.62,8,48,26,7,47,23,37,51,63,,,,22,,2,2
59276,"JM HOMECARE SOLUTIONS, INC",625 SOUTH PALM STREET SUITE E,LA HABRA,CA,90631,32,17,13.3,10.1,3.1,0.0,0.1,0.1,0.0,61369,88497,76779,0.0,,,82,,,,,,0,,,0,0,2.36,6,41,24,0,35,53,12,24,71,71,,41,18,59,6,6
59277,"ATRIUM HOME HEALTH, INC","1901 EAST LAMBERT RD, SUITE 207",LA HABRA,CA,90631,72,35,18.3,14.3,3.6,0.0,0.1,0.1,0.1,203440,232261,204520,0.0,,,78,,,19,16,15,0,,17,0,,4.27,9,20,17,17,60,60,34,46,,63,,,29,60,9,11
59278,"DREAM HOME HEALTH CARE, INC.","7617 LOUISE AVENUE, SUITE B",NORTHRIDGE,CA,91325,530,379,17.8,11.4,3.9,0.1,0.0,2.0,0.2,1270245,1848079,1559395,1.8,,,77,145,234,66,313,192,,23,139,,15,1.92,13,38,14,10,40,30,25,55,62,,,65,19,74,10,9
59279,"INDEPENDENCE HOME HEALTHCARE, INC",135 W WALNUT ST,GARDENA,CA,90248,345,250,12.8,9.4,3.2,0.0,0.0,0.0,0.1,623676,998835,860934,0.0,,,73,102,148,14,236,22,52,99,72,,,1.79,3,21,24,8,63,27,29,28,73,,,74,23,,9,4
59280,"VALLEY HOME HEALTH CARE, INC","1545 N VERDUGO RD, SUITE 207",GLENDALE,CA,91208,216,135,15.7,13.0,2.0,0.0,0.0,0.6,0.0,460935,745663,602441,6.0,,,76,44,91,11,124,114,,,,0,,1.55,9,49,18,8,33,17,30,61,52,,,70,16,,4,4
59281,"DIAMOND HOME HEALTH, INC",556 N DIAMOND BAR BLVD #109,DIAMOND BAR,CA,91765,362,298,11.3,10.0,1.2,0.1,0.0,0.0,0.0,578969,1056127,890795,2.3,17,5166,81,99,199,14,284,,,249,35,0,,2.16,10,38,15,11,34,39,37,13,59,69,,74,48,68,5,10
59282,AMEDISYS HOME HEALTH,"19312 HIGHWAY 12, SUITE B",SONOMA,CA,95476,158,130,12.9,6.8,3.9,1.1,0.1,0.9,0.1,520164,605547,411731,0.8,37,18760,76,81,49,97,33,118,,,,,,1.98,12,30,9,16,33,34,23,37,40,50,,51,12,42,5,14
59283,"ASHERAH HOME HEALTH SERVICES, INC","2025 N GLENOAKS BLVD, STE 201",BURBANK,CA,91504,49,27,14.4,10.8,3.1,0.3,0.0,0.0,0.2,99831,151842,130741,0.0,,,76,,,,,13,,,,0,0,1.77,11,41,11,0,30,44,19,48,63,,,48,33,63,15,11
59285,"MILLENNIUM HOME HEALTH CARE, INC","13758 VICTORY BLVD, SUITE 208",VAN NUYS,CA,91401,180,67,17.2,12.2,4.0,0.4,0.0,0.6,0.1,414041,633005,525759,3.5,0,,74,31,36,,,58,,0,,0,,1.69,9,39,42,10,43,22,18,69,70,73,,,28,,0,7
59286,"PROCARE HOME HEALTH AGENCY, INC","1493 N MONTEBELLO BLVD, SUITE 203",MONTEBELLO,CA,90640,939,419,19.6,11.9,5.7,0.5,0.1,1.3,0.1,2724049,3431399,2902117,2.6,,,76,170,249,177,242,191,63,70,92,,,2.45,10,43,16,8,46,38,37,48,56,56,,,22,54,24,11
59287,"ST PAUL HOME HEALTH SERVICES, INC",10349 BALBOA BLVD #202,GRANADA HILLS,CA,91344,487,278,18.4,13.1,4.3,0.1,0.1,0.7,0.2,1216663,1863514,1478812,7.6,13,4511,74,122,156,60,218,151,15,31,68,0,13,2.11,10,37,14,6,48,28,32,56,57,,,57,19,72,15,10
59288,"TOP CHOICE HOME HEALTHCARE, INC.","539 N GLENOAKS BLVD, STE 201",BURBANK,CA,91502,339,215,18.9,10.8,5.1,0.7,0.2,1.9,0.1,848204,1236415,1045609,1.7,15,5500,78,91,124,78,137,141,14,18,26,0,16,2.18,15,32,19,13,48,38,40,52,55,75,,68,16,,10,18
59289,"FIRST AID HOME HEALTH CARE, INC","337 E MAGNOLIA BLVD, UNIT A",BURBANK,CA,91502,363,146,21.3,13.3,3.8,0.1,0.0,3.9,0.0,1015701,1300863,1047362,6.5,11,3793,79,61,85,21,125,113,0,,16,0,,2.26,16,42,14,15,49,44,36,49,58,71,,,23,,10,12
59290,"ASAP HOME HEALTH PROVIDERS, INC","1129 N GAREY AVENUE, STE B",POMONA,CA,91767,95,62,16.1,10.9,4.4,0.0,0.0,0.7,0.1,184592,313206,267710,3.6,,,74,30,32,17,45,29,,13,11,0,,1.98,11,40,39,0,48,44,45,50,52,61,,63,24,52,35,13
59291,"GOLDEN YEARS HEALTHCARE, INC","7220 WOODMAN AVE, #201",VAN NUYS,CA,91405,31,31,13.6,10.4,3.5,0.0,0.0,0.0,0.0,60990,99762,85882,0.0,0,,77,15,16,,,23,0,,,0,,1.69,3,29,35,13,42,16,13,42,65,,,74,23,,10,0
59292,"GOLDEN CENTURY HOME HEALTH CARE, INC","4116 W MAGNOLIA BLVD, SUITE 205",BURBANK,CA,91505,354,189,16.7,12.0,4.7,0.0,0.0,0.1,0.0,794860,1261453,1058061,2.5,,,74,96,93,,,149,,11,16,,12,1.77,4,34,19,8,40,21,35,64,62,,,,22,,2,5
59294,ALLIED HOME HEALTH CARE CORPORATION,15220 CENTRAL AVENUE UNIT A,CHINO,CA,91710,334,253,16.4,10.8,4.5,0.5,0.1,0.4,0.1,829448,1147023,980609,3.6,22,10946,79,85,168,133,120,159,15,26,48,,,2.31,19,53,17,13,48,43,34,37,49,56,,53,21,55,20,14
59295,LOYAL HOME HEALTH CARE INC,2139 TAPO ST STE 208,SIMI VALLEY,CA,93063,620,298,17.8,11.5,5.1,0.0,0.0,1.2,0.0,1596494,2296381,1877700,4.9,23,8635,78,108,190,30,268,219,,31,15,,24,1.80,10,48,29,7,33,20,19,58,56,,,72,29,,9,5
59297,"TITUS HOME HEALTH CARE, INC","144  S 1ST STREET, STE 101",BURBANK,CA,91502,619,389,18.4,12.2,5.7,0.2,0.0,0.4,0.1,1624120,2585739,2051851,7.9,,,75,163,226,17,372,196,19,23,135,,,1.97,8,33,15,8,43,26,36,46,67,,,,25,,6,4
59298,"BLESSED HEALTH CARE PROVIDER, INC","271 EAST WORKMAN STREET, STE 201",COVINA,CA,91723,329,152,19.2,14.9,4.1,0.1,0.0,0.1,0.1,986553,1285779,1035507,8.5,,,72,82,70,32,120,55,17,28,52,0,0,2.33,24,41,30,10,36,44,39,49,70,59,,71,10,68,27,8
59299,COMPANION HOME HEALTH CARE CORPORATION,"8130 FLORENCE AVE, STE 150",DOWNEY,CA,90240,33,26,14.9,9.0,5.2,0.4,0.1,0.2,0.1,59822,108528,91427,2.3,,,79,11,15,,,16,0,,,0,,2.26,15,27,4,8,31,38,15,35,54,54,,46,8,62,4,12
59300,"PACIFIC RIM HOME HEALTH, INC","4214 WEST BEVERLY BLVD, STE 210",LOS ANGELES,CA,90004,236,160,15.3,10.6,4.2,0.3,0.0,0.1,0.1,517753,819783,694858,1.8,17,7067,75,60,100,11,149,,16,13,122,0,,3.28,16,36,17,10,45,54,31,32,72,,,71,26,,6,11
59302,HOME HEALTH ALLIANCE,"1 NORTH MAIN STREET, SUITE 1",MILPITAS,CA,95035,156,129,18.7,9.1,6.5,2.0,0.2,0.9,0.1,605026,772455,498761,0.7,11,6598,79,39,90,59,70,43,,46,34,0,,2.51,26,29,20,10,42,57,22,26,56,71,,52,19,51,9,16
59303,SHEA FAMILY HOME HEALTH,"1810 GILLESPIE WAY, SUITE 207",EL CAJON,CA,92020,548,454,14.4,7.7,4.6,1.5,0.1,0.4,0.1,1192931,1798993,1588347,0.1,61,27571,80,161,293,330,124,350,25,16,49,,,2.12,25,45,13,12,46,46,27,48,41,61,,56,19,52,8,14
59304,"ALSA HOME HEALTH CARE, INC","130 COOK AVENUE, SUITE 102",PASADENA,CA,91107,312,181,15.1,10.3,4.3,0.1,0.0,0.6,0.1,657905,1037386,878262,2.2,,,76,57,124,64,117,84,19,18,59,,,2.35,16,40,20,8,39,43,35,43,54,69,,59,22,73,10,9
59305,"CITY OF ANGELS HOME HEALTH, INC","21707 HAWTHORNE BLVD, SUITE 202",TORRANCE,CA,90503,217,147,19.1,11.9,5.8,0.6,0.0,0.5,0.3,623352,878067,713627,5.7,11,4225,78,54,93,57,90,57,20,24,43,,,2.27,14,43,18,12,46,48,29,40,56,58,,56,16,50,14,9
59306,"RINALDI HOME HEALTH CARE, INC","11565 LAUREL CANYON BLVD, SUITE 207",SAN FERNANDO,CA,91340,303,161,20.9,14.6,5.7,0.2,0.0,0.4,0.0,899062,1319770,1046214,7.8,0,,77,60,101,,,133,,,,0,15,1.83,9,46,42,7,47,22,32,,68,,,,40,,3,3
59307,"NOBLE HOSPICE & HOME HEALTH CARE, INC",865 CORPORATE WAY,FREMONT,CA,94539,254,208,14.1,9.8,3.5,0.8,0.1,0.0,0.1,489570,991099,664767,0.0,24,14219,78,81,127,102,106,117,26,38,23,,,2.29,20,50,13,14,38,45,28,31,52,63,,59,18,55,10,19
59308,GOLDEN ANGELS HOME HEALTH CARE,"43136 CHRISTY STREET, SUITE 112",FREMONT,CA,94538,352,281,15.2,8.7,4.3,1.4,0.0,0.8,0.1,708616,1455044,945337,0.4,13,7605,75,117,164,88,193,122,16,63,74,,,1.94,11,39,17,8,33,37,26,40,52,71,,43,16,51,21,11
59309,JMJ HOME HEALTH SERVICES,"1210 CENTRAL BLVD, SUITE 121",BRENTWOOD,CA,94513,52,47,15.2,8.1,3.4,1.4,0.6,1.0,0.6,183658,208807,141132,0.5,,,78,19,28,36,11,23,,,,0,,2.10,15,36,13,9,49,66,19,19,49,66,,38,9,38,6,11
59310,ACES HOME HEALTHCARE SERVICE,4959 PALO VERDE ST STE 206 A-6,MONTCLAIR,CA,91763,291,87,20.7,16.5,1.1,0.0,0.0,2.9,0.1,804306,815414,666490,7.4,,,66,34,53,15,72,18,62,0,,0,,2.10,6,25,25,6,33,36,32,53,53,47,,51,11,,29,13
59312,"HEALTHPOINT HOME HEALTH, INC","6594 N FIRST STREET, SUITE 101",FRESNO,CA,93710,941,497,21.0,11.8,5.2,0.5,0.2,2.8,0.3,3180893,3205899,2810128,3.3,66,24914,75,199,298,131,366,192,47,51,201,,,2.55,14,42,31,9,46,49,29,51,65,64,,62,18,51,6,15
59313,"LIFECARE HOME HEALTH, INC","24404 S VERMONT AVE, SUITE 206",HARBOR CITY,CA,90710,28,21,12.2,9.1,1.7,0.1,0.0,1.2,0.1,45620,82230,70853,0.0,0,,74,,,,,,,,,,0,2.43,14,29,5,14,52,38,48,29,67,,,71,5,,24,5
59314,"AJA PLUS HOME HEALTH SERVICES, INC",4295 EAST JURUPA STREET SUITE 213,ONTARIO,CA,91761,61,37,13.7,10.3,2.8,0.0,0.0,0.5,0.1,114044,154745,141515,0.0,0,,69,17,20,,,17,12,,,0,0,2.85,11,38,19,5,38,32,35,49,59,,,62,8,73,43,14
59315,OPHIE HOME HEALTH SERVICES INC,1511 W HOLT BLVD SUITE G,ONTARIO,CA,91762,24,16,14.8,9.4,4.0,0.0,0.1,0.8,0.6,49392,71350,64446,0.0,0,,69,,,,,,,0,,0,0,3.26,19,25,0,25,44,50,63,38,56,69,,56,19,63,31,13
59316,ANGELICARE HOME HEALTH INC,"13085 CENTRAL AVENUE, SUITE 8",CHINO,CA,91710,46,36,19.7,13.8,4.0,0.1,0.0,1.6,0.1,134553,159835,136297,5.4,,,81,12,24,18,18,22,,,,0,0,2.59,14,44,14,17,58,50,39,33,50,58,,64,11,58,28,11
59317,"NURSES AND ANGELS HOME HEALTH, INC",609 N BUNKER HILL AVE,LOS ANGELES,CA,90012,149,53,13.3,11.7,1.4,0.1,0.0,0.0,0.1,301201,413016,355101,1.1,,,78,16,37,,,26,,,,0,,3.01,23,49,21,11,53,45,42,43,53,,,60,15,60,25,15
59318,"PATRIOT HOME HEALTH CARE, INC","440 WEST COLORADO ST, SUITE 215",GLENDALE,CA,91204,389,198,20.2,14.2,4.8,0.1,0.0,1.2,0.1,1103121,1549578,1211758,9.0,,,77,64,134,,,171,0,,,0,17,1.63,14,47,12,8,48,20,26,65,59,,,,24,,7,5
