HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",MI,2535,2500,3006,3072,3274
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",MN,428,428,3240,3403,3283
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",MO,1055,1044,2955,2915,3277
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",MS,453,451,2867,2714,3282
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",MT,67,67,2609,3049,3308
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NC,1655,1649,2529,2889,3279
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",ND,41,40,4039,2683,3329
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NE,181,178,3063,3116,3276
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NH,336,336,2706,3326,3257
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NJ,969,959,3853,3651,3283
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NM,182,181,2781,3063,3283
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NV,378,376,3407,3593,3292
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",NY,1836,1832,3706,3830,3303
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",OH,1178,1173,2842,2994,3284
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",OK,582,578,2996,2820,3292
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",OR,243,242,3655,3548,3302
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",PA,1559,1556,3262,3098,3278
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",PR,69,69,2136,1715,3227
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",RI,168,168,2950,3439,3312
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",SC,612,612,2687,2885,3286
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",SD,74,74,2808,2865,3252
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",TN,619,618,2888,2759,3276
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",TX,2705,2682,3133,2998,3289
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",UT,413,405,2800,3155,3306
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",VA,1195,1190,2768,3035,3276
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",VT,132,132,2551,3221,3265
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",WA,493,491,3611,3550,3283
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",WI,371,368,2964,3216,3284
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",WV,264,263,2783,2706,3287
1BGN,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 4",WY,37,37,2684,3188,3264
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",AK,41,41,4313,4325,3636
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",AL,1973,1959,3530,2897,3646
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",AR,1061,1055,3780,3019,3644
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",AZ,1333,1326,3313,3582,3626
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",CA,14881,13851,3562,4445,3654
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",CO,1140,1135,3051,3526,3599
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",CT,1669,1653,3229,4153,3637
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",DC,109,109,3597,3706,3644
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",DE,195,192,3762,3621,3610
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",FL,10960,10730,3047,3327,3632
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",GA,2517,2492,3239,3191,3623
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",HI,55,55,3712,4067,3583
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",IA,580,576,3382,3288,3622
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",ID,407,403,3582,3268,3668
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",IL,5824,5713,3856,3597,3635
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",IN,2057,2029,3541,3411,3631
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",KS,824,815,3149,3229,3620
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",KY,1865,1837,3176,3115,3631
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",LA,1540,1528,3677,3032,3639
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MA,3184,3142,3537,4018,3636
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MD,2095,2078,3583,3537,3626
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",ME,577,572,3223,3422,3637
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MI,7224,6739,3295,3399,3624
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MN,1020,1006,3694,3771,3613
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MO,1964,1943,3222,3227,3611
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MS,1375,1355,3433,3000,3640
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",MT,182,180,2858,3304,3592
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NC,3533,3496,3032,3191,3629
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",ND,76,76,4421,2911,3663
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NE,486,482,3366,3435,3611
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NH,658,653,3129,3715,3646
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NJ,1936,1926,4440,4013,3616
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NM,455,449,3334,3388,3638
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NV,1010,991,3893,4005,3638
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",NY,3693,3667,4052,4129,3641
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",OH,2747,2724,3248,3310,3638
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",OK,1417,1401,3502,3125,3645
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",OR,568,565,4499,3917,3649
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",PA,3499,3467,3767,3430,3626
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",PR,181,175,2961,1999,3635
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",RI,355,353,3233,3768,3650
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",SC,1601,1593,3140,3193,3642
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",SD,172,172,3551,3199,3631
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",TN,1755,1736,3335,3031,3623
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",TX,8091,7876,3613,3336,3650
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",UT,988,970,3098,3409,3621
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",VA,2858,2829,3190,3368,3633
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",VT,293,289,3132,3577,3645
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",WA,1077,1066,4153,3929,3635
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",WI,847,842,3527,3573,3640
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",WV,704,694,3269,2994,3626
1BGP,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 2,Service Severity Level 5",WY,104,103,3018,3559,3602
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AK,105,98,3031,2920,2496
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AL,5326,5032,1832,1941,2431
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AR,2310,2162,2200,2032,2439
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",AZ,1731,1682,1800,2330,2370
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",CA,19805,18663,2199,3027,2429
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",CO,1402,1371,1838,2413,2439
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",CT,2171,2065,1845,2809,2433
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",DC,151,148,2238,2475,2425
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",DE,1398,1357,1681,2420,2408
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",FL,17676,17055,1774,2241,2410
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",GA,5108,4877,1802,2131,2418
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",HI,137,134,2019,2759,2438
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",IA,2136,2059,1661,2223,2430
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",ID,607,587,2206,2263,2469
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",IL,10366,9058,1811,2418,2427
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",IN,2217,2122,1848,2264,2432
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",KS,1624,1548,1676,2160,2431
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",KY,2578,2418,1792,2081,2423
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",LA,5184,4724,8028,2017,2437
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MA,8248,7899,1899,2746,2410
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MD,2493,2443,2023,2337,2395
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",ME,1222,1185,1796,2306,2449
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MI,7853,7567,1761,2230,2401
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MN,2192,2134,1928,2524,2407
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MO,3398,3289,1851,2174,2405
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MS,5306,4747,1831,2015,2443
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",MT,223,219,1694,2269,2454
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NC,4029,3887,1708,2145,2430
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",ND,261,258,1938,1949,2440
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NE,690,667,1825,2244,2351
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NH,1122,1087,1908,2429,2401
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NJ,8500,8219,2037,2657,2411
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NM,964,904,1982,2308,2455
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NV,2100,1955,1938,2688,2439
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",NY,12050,11631,2328,2709,2431
1BHK,"Early Episode, 0-13 therapies,Clinical Severity Level 2,  Functional Severity Level 3,Service Severity Level 1",OH,5829,5521,1800,2221,2432
